-71.518,20.636,73.505,80.824,1.4176,-10.079,11.201,3.4283,5.3879,30.261,-13.142,-0.96989,
-64.313,49.722,55.315,57.625,-0.59055,21.272,-7.4075,2.4137,-2.2413,-32.069,26.873,7.7992,
-87.248,21.339,28.953,94.62,-4.3212,0.66877,-7.0987,8.488,0.84856,-7.9336,8.5974,-24.638,
-64.84,21.778,66.827,89.699,7.8341,1.8041,3.0404,1.3401,-25.594,-11.038,-2.1873,-9.9747,
-59.48,31.708,58.479,105.6,-3.8096,-4.234,-0.69507,-1.2436e-12,-3.5749,-19.178,-22.105,-2.7285e-12,
-32.591,73.799,47.758,85.833,-2.9328,1.2184,-3.1335,15.473,3.1473,-13.079,16.304,-35.677,
-88.742,24.854,40.113,77.309,9.4252,-11.022,28.07,1.751,11.785,5.0102,2.4372,16.99,
-79.954,18,56.985,87.151,12.338,5.7302,5.885,2.2198,28.946,4.0727,14.165,11.654,
-83.03,53.852,56.194,64.655,35.402,-3.1256,34.091,26.86,56.656,-28.121,19.301,36.908,
-94.981,54.731,-5.6688,103.93,0.15455,5.3065,-15.971,4.1218,-1.7516,-17.54,29.644,1.5625,
-57.283,17.472,62.872,95.499,0.10219,3.7159,-5.0023,3.6398,4.0457,25.424,-16.304,-9.6553,
-60.974,36.453,51.713,105.43,5.2305,-0.5019,4.9359,1.6064,-16.593,12.215,-47.117,-0.72359,
-87.336,50.337,22.011,87.063,-16.369,15.662,-24.527,14.249,26.73,-28.255,40.345,-6.4597,
-72.046,17.912,70.605,78.627,-0.30861,-0.012526,-0.1931,-4.1223e-13,11.447,25.438,-10.238,-2.2737e-12,
-72.837,26.523,47.846,99.717,4.2389,3.9295,-6.3388,2.0099,-9.4198,-22.799,9.8771,-5.4891,
-62.292,24.327,47.67,61.316,-8.6653,-10.006,20.065,23.417,-10.842,7.6795,3.4792,-6.1751,
-40.763,96.734,19.902,65.358,-7.958,8.6664,-20.32,15.903,0.75302,-10.715,28.988,-32.619,
-94.981,64.485,15.509,99.19,4.1582e-13,-1.521,0.20628,-11.175,4.5475e-12,1.0633,6.1644,-4.8324,
-20.288,58.773,80.184,50.332,39.721,27.547,-6.1183,-33.975,-53.753,-37.063,-1.9936,41.624,
-81.712,43.307,30.974,96.026,13.937,5.1938,-1.028,-5.297,-22.814,-13.497,-10.063,7.0302,
-54.559,18.351,72.187,95.323,8.8889,1.2329,7.3465,16.544,-11.944,2.719,-16.961,-20.756,
-47.441,58.334,60.764,81.176,-5.4384,30.504,-25.762,-27.308,-4.1598,23.452,29.207,-8.2161,
-59.656,26.611,63.312,69.137,11.59,-11.178,16.381,10.817,19.612,-2.1863,-26.077,3.672,
-43.926,48.931,26.141,89.436,7.3213,-5.8212,15.732,1.5001,-15.65,15.036,-22.754,-4.134,
-73.891,31.093,34.401,60.789,-37.264,-22.441,17.294,44.008,44.418,32.759,6.4909,-53.782,
-66.334,15.451,62.345,59.471,-5.7848,3.5878,-15.595,10.997,-52.563,15.37,-92.629,82.806,
-58.865,39.529,43.98,50.683,17.634,2.6296,5.6326,-17.737,-20.891,-4.1636,-37.368,18.038,
-52.098,41.989,36.598,101.56,23.811,16.905,-2.9893,7.8854,-24.853,-6.0173,-3.5929,-14.355,
-40.763,16.945,78.953,82.757,2.6064,-0.30803,-0.73155,5.1099,-3.8997,5.5755,-10.659,-7.0882,
-38.917,58.246,17.969,58.856,4.4229,5.0151,-4.3331,-8.8458,6.0552,-21.759,27.814,-1.2847,
-68.882,65.627,32.556,52.617,-16.944,-1.1331,-16.583,0.36059,-41.076,0.93007,-46.898,-2.4884,
-87.599,58.334,2.5913,60.35,-3.5544,5.3697,-5.572,6.0492,-15.672,9.224,-16.518,39.904,
-83.557,30.653,41.871,88.733,-9.0387,28.248,-41.709,-27.348,-1.5123,10.177,-12.559,-10.662,
-56.492,14.836,53.47,55.165,-7.848,-3.3193,-2.6119,-1.3124,-59.325,-8.6862,-49.865,-4.1988,
-74.594,16.33,56.633,91.633,-9.069,-0.20613,8.6572,-6.338,19.46,-0.32487,3.0212,0.22289,
-51.571,28.632,46.001,41.72,-6.2398e-13,0,-2.4233,-3.145,-23.339,-16.553,-10.605,27.07,
-62.204,19.142,63.224,86.624,-18.511,7.8891,-34.393,12.22,15.165,-11.187,29.321,-7.0819,
-42.344,50.952,50.482,97.081,-5.2342,-17.696,18.275,13.979,-6.9201,7.8783,-24.778,-15.874,
-86.105,20.196,52.152,73.003,-10.389,-10.801,13.013,13.99,20.633,3.822,-15.496,-14.69,
-58.425,42.692,15.333,87.502,8.6454,10.859,-9.8293,-21.819,5.7599,-6.2899,-5.5627,27.496,
-61.764,35.662,27.02,105.52,17.622,2.3203,9.682,-0.19336,-5.4164,2.863,-10.585,-2.9816,
-61.677,32.323,71.748,96.29,40.836,20.019,18.9,1.801,-7.1114,-9.2947,-26.044,-3.7145,
-66.246,18.966,50.834,106.04,19.114,-4.4923,25.034,0.30836,-24.201,-6.3174,-50.535,2.4453,
-70.991,32.147,65.948,86.712,-11.566,1.8137,-3.2701,-13.483,15.9,-2.2823,17.517,9.6012,
-93.663,16.242,72.802,68.434,-3.2148,0.50159,6.6874,0.50108,11.704,3.6826,16.955,-6.0757,
-80.13,43.131,40.025,46.641,2.4204,1.712,0.70879,-6.244,5.798,2.9199,14.03,6.8778,
-32.063,53.764,77.284,105.96,0,-3.9048,0.66888,0.15314,-7.4739,4.0928,-18.448,3.0615,
-72.134,25.03,50.394,105.87,8.2863e-13,0.25736,1.7496,0.051376,3.1832e-12,3.3178,61.414,2.5367,
-76,42.516,38.883,58.768,11.702,15.337,-15.131,-3.1192,2.2173,-15.341,2.6263,11.532,
