-94.981,49.019,-31.064,106.04,4.1534e-13,3.4264,-20.637,1.6614e-12,1.3642e-12,-5.0621,36.531,0,
-51.044,21.339,72.451,104.46,11.445,-1.6034,10.739,5.0302,-12.259,4.5835,-3.2997,-11.309,
-78.46,26.963,42.398,73.355,-23.738,11.535,-23.176,-23.89,8.9485,-3.9824,45.591,11.76,
-72.046,24.942,48.988,75.64,-19.702,-17.948,12.533,-4.5902,41.491,44.255,-38.172,3.9666,
-50.253,95.328,9.0939,73.355,-0.77153,0.39851,-1.4787,0.96414,-0.28347,-1.2974,-0.66396,-3.7674,
-80.482,36.541,26.141,98.135,-5.6227,-2.1152,0.051974,1.8055,16.424,3.4788,-11.411,-2.9262,
-69.146,22.569,50.834,91.281,-15.309,6.8365,-27.784,10.673,11.7,-11.025,15.14,-4.5213,
-94.453,15.012,41.783,89.26,3.3316,1.5375,2.1528,-0.051194,34.459,36.214,3.4274,3.2627,
-55.877,64.573,32.996,104.29,-5.1415,2.2165,-10.785,0.19323,12.242,7.9923,-0.064543,-19.724,
-12.467,88.123,75.175,97.081,-2.523,-2.4197,-4.0679,6.1267,-9.2898,-6.2345,-15.928,-39.58,
-94.278,19.933,49.076,80.209,2.5784e-05,1.8572,-3.3015,-4.1641e-13,-3.9547,30.495,-39.973,-14.285,
-50.341,62.2,49.867,79.418,-17.039,-5.0449,-12.715,-9.626,-31.809,-6.3931,-17.902,-12.907,
-72.046,20.284,43.54,105.96,24.873,-5.6646,34.503,1.2359,-26.434,-2.6363,-37.399,8.5562,
-80.745,16.682,77.284,60.35,9.3639,-0.19318,9.1578,19.745,8.2523,-9.5648,19.165,25.69,
-52.977,32.235,42.222,92.687,-18.911,7.4203,-25.249,-19.065,-67.627,41.939,-93.147,-39.002,
-67.301,37.595,66.651,74.321,2.0641,-30.701,16.718,6.0887,5.4503,47.146,-22.516,1.7439,
