39.383,-26.779,38.26,-1.7743,-1.5306,1.4252,
42.783,-48.917,47.841,-0.43372,-1.8246,0.08316,
34.663,-44.037,42.795,-0.46619,-2.378,0.32578,
36.997,-45.465,44.073,-0.24585,-2.2292,0.17853,
35.272,-44.453,39.218,-0.45691,-2.1757,0.33035,
32.379,-40.823,40.623,-0.86859,-2.1661,0.50354,
36.541,-46.834,44.073,-0.42908,-2.1019,0.16861,
33.749,-42.073,38.068,-0.69116,-2.0245,0.38757,
36.845,-47.786,42.987,-0.47894,-1.9091,0.1358,
57.856,-48.322,40.368,-0.32123,-0.61652,0.13275,
34.257,-44.513,38.005,-0.41748,-2.0983,0.25406,
42.377,-49.809,44.264,0.030151,-1.7805,0.028992,
34.257,-43.501,44.009,-0.67493,-2.0757,0.30365,
39.789,-50.821,40.815,0.23193,-1.8008,0.19226,
38.063,-46.417,47.138,-0.47662,-2.1888,0.17548,
39.027,-49.809,44.136,0.080017,-1.984,0.05188,
53.694,-49.571,45.733,-0.33398,-1.0866,0.093079,
41.311,-48.262,47.011,-0.36066,-1.8853,0.086212,
32.785,-38.919,42.029,-0.96021,-2.5982,0.67368,
34.764,-47.429,40.368,-0.025513,-2.4351,0.37384,
38.469,-48.262,45.031,-0.26208,-2.0186,0.10986,
33.698,-39.633,39.027,-0.94977,-2.0007,0.61264,
36.845,-45.525,45.925,-0.29919,-2.3209,0.2739,
35.018,-44.989,41.773,-0.53345,-2.0578,0.24109,
33.901,-40.05,43.498,-0.92773,-2.0733,0.54321,
40.854,-47.31,47.713,-0.48358,-1.9341,0.12817,
32.988,-34.456,40.496,-1.4705,-2.4815,0.90103,
32.683,-38.681,38.452,-0.99847,-2.1257,0.61722,
32.683,-37.55,37.557,-1.0773,-1.8626,0.65231,
35.678,-45.287,37.813,-0.33167,-1.9638,0.19073,
43.798,-48.619,48.288,0.067261,-1.8234,0.1297,
36.997,-46.953,46.053,-0.53345,-2.0197,0.14572,
34.612,-38.681,46.372,-0.81525,-2.7136,0.61951,
32.785,-35.944,39.474,-1.3591,-2.5839,0.79193,
52.629,-50.345,45.542,-0.011597,-1.0402,0.13046,
37.2,-46.477,42.667,-0.027832,-2.2578,0.30518,
36.388,-45.287,39.665,-0.22498,-2.09,0.15259,
34.612,-43.977,41.262,-0.51141,-2.1757,0.28687,
37.302,-28.088,41.326,-1.9181,-2.0602,1.2558,
34.612,-42.847,42.284,-0.50677,-2.4089,0.41428,
43.696,-49.095,47.522,-0.29688,-1.8222,0.080109,
40.144,-48.679,47.394,-0.10669,-1.9864,0.13046,
34.663,-46.298,41.39,-0.45111,-2.0626,0.16251,
38.621,-47.25,45.989,-0.30267,-2.0555,0.14191,
33.546,-40.704,40.815,-0.83496,-2.1054,0.45013,
42.884,-45.168,51.354,-0.43719,-2.009,0.28458,
33.445,-35.468,42.348,-1.1527,-2.5887,0.6897,
35.627,-45.406,41.134,-0.18903,-2.284,0.23804,
38.52,-49.869,40.049,0.010437,-1.8436,0.067902,
35.526,-48.203,40.751,0.045227,-2.3708,0.15564,
32.43,-34.218,40.687,-1.4357,-2.8112,0.7515,
34.206,-43.858,38.26,-0.42676,-2.2126,0.29144,
37.302,-47.072,45.158,-0.56824,-1.9198,0.15945,
35.323,-43.977,41.39,-0.35718,-2.3923,0.36545,
45.32,-47.786,49.119,-0.083496,-1.6817,0.24414,
35.678,-46.298,40.623,-0.48706,-1.9305,0.20447,
42.225,-48.203,48.416,-0.20178,-1.9531,0.088501,
34.409,-44.632,40.496,-0.5694,-1.9888,0.17471,
36.845,-46.358,44.967,-0.11597,-2.4018,0.28992,
39.738,-48.798,38.005,-0.37805,-1.5258,0.048828,
44.813,-49.274,47.458,-0.13104,-1.7091,0.10834,
34.917,-45.525,40.368,-0.19714,-2.3899,0.35477,
44.559,-49.274,49.182,-0.36761,-1.79,0.047302,
34.612,-42.609,38.388,-0.54504,-2.0435,0.27466,
55.166,-46.298,48.671,-0.60187,-1.1795,0.29373,
42.631,-50.047,45.542,-0.10553,-1.7436,0.0099182,
32.734,-37.431,38.196,-1.0078,-2.2673,0.67596,
33.394,-42.014,41.262,-0.63086,-2.547,0.46234,
35.881,-44.572,43.562,-0.48706,-2.1745,0.19836,
40.448,-50.404,40.879,-0.34326,-1.627,0.0030518,
39.789,-49.155,43.37,0,-1.9067,0.13123,
35.576,-46.477,39.282,-0.44067,-1.9221,0.13199,
33.343,-36.479,40.432,-1.1562,-2.4435,0.70343,
37.606,-45.168,45.989,-0.25629,-2.3232,0.28915,
33.698,-40.466,41.837,-0.86047,-2.0293,0.53482,
32.582,-37.015,38.643,-1.0507,-2.1935,0.67062,
35.881,-46.06,42.667,-0.4859,-1.9757,0.16632,
35.881,-46.239,42.412,-0.30963,-2.1483,0.16785,
40.601,-49.155,39.154,-0.056824,-1.7341,0.072479,
39.484,-47.548,45.861,-0.044067,-2.1423,0.24261,
37.403,-48.203,39.538,-0.11481,-1.9424,0.10529,
39.738,-50.107,43.114,0.067261,-1.8983,0.15488,
43.29,-49.75,45.286,-0.084656,-1.7186,0.045013,
39.281,-48.976,43.37,-0.13336,-1.9174,0.061035,
32.328,-39.157,42.029,-0.8396,-2.7981,0.59433,
32.988,-36.479,38.516,-1.2211,-1.9364,0.83389,
33.14,-39.633,41.518,-0.85583,-2.4125,0.58136,
32.886,-38.741,45.286,-0.77234,-2.7743,0.63324,
34.51,-44.93,38.835,-0.30151,-2.2875,0.3479,
33.242,-36.479,40.879,-1.0901,-2.2971,0.67291,
37.708,-46.06,45.158,-0.45343,-1.9733,0.15411,
40.347,-50.523,42.667,0.06842,-1.8531,0.064087,
42.58,-49.512,46.18,0.18323,-1.8567,0.18387,
33.8,-39.157,38.579,-0.84424,-2.4744,0.57373,
37.454,-47.25,42.029,-0.24585,-2.0566,0.084686,
40.702,-48.56,47.713,-0.43719,-1.9626,0.052643,
33.546,-41.656,43.753,-0.53925,-2.7053,0.58899,
47.858,-46.893,50.204,-0.36414,-1.5532,0.26398,
37.454,-46.953,42.092,0.17511,-2.3994,0.4776,
37.911,-27.493,39.665,-1.6688,-1.6698,1.3351,
34.358,-43.263,38.196,-0.54272,-2.1411,0.31738,
35.982,-47.31,40.687,-0.20526,-2.1197,0.15717,
33.648,-42.371,37.749,-0.69,-1.8983,0.31891,
36.338,-44.691,45.606,-0.39197,-2.3137,0.24261,
51.055,-52.368,40.751,0.11133,-0.97476,-0.064087,
39.027,-48.917,43.434,0.13684,-2.0388,0.27618,
39.433,-46.001,47.394,-0.36066,-2.1411,0.12207,
42.377,-49.988,44.584,0,-1.8281,0.060272,
43.189,-48.679,48.544,-0.045227,-1.8698,0.1152,
41.819,-49.155,46.244,-0.062622,-1.9198,0.076294,
33.343,-38.443,39.601,-1.0205,-1.9674,0.59509,
40.144,-48.083,45.797,-0.012756,-2.0566,0.13809,
47.553,-49.928,47.33,-0.073059,-1.5032,0.035858,
36.947,-46.358,45.031,-0.013916,-2.4196,0.41199,
42.225,-49.571,46.053,-0.21338,-1.8079,0.073242,
39.23,-47.667,45.222,0.13684,-2.2506,0.42572,
32.988,-35.884,41.39,-1.2629,-2.3625,0.83008,
32.886,-40.764,43.178,-0.78394,-2.3292,0.46234,
33.495,-38.86,43.945,-0.86743,-2.4744,0.52185,
